timestamp,k,state,T,T_pred_next,T_amb,omega,I,event
1770840988.2597811,388,RUN,25.8403,35.5845,30.6297,160.13,5.8588,
1770840988.360378,389,RUN,25.8410,35.5531,30.7198,127.19,5.7133,
1770840988.4620526,390,RUN,25.8416,35.5900,30.6623,0.00,5.6666,
1770840988.5645041,391,RUN,25.8421,35.8078,30.6124,0.00,5.0265,
1770840988.6664083,392,RUN,25.8426,35.8198,30.5743,11.89,5.1730,
1770840988.7683113,393,RUN,25.8431,35.7126,30.5952,0.00,5.5149,
1770840988.869058,394,RUN,25.8437,35.7593,30.5552,50.63,5.5106,
1770840988.972162,395,RUN,25.8443,35.8145,30.4864,25.33,5.6568,
1770840989.0736227,396,RUN,25.8451,35.6297,30.5170,14.05,6.2695,
1770840989.176388,397,RUN,25.8458,35.4955,30.5674,0.00,6.5695,
1770840989.2788968,398,RUN,25.8466,35.5020,30.6641,156.84,6.0783,
1770840989.3806322,399,RUN,25.8474,35.6745,30.6177,275.63,5.6550,
1770840989.4830399,400,RUN,25.8481,35.6714,30.5516,236.74,5.8231,
1770840989.5841117,401,RUN,25.8488,35.7488,30.5465,184.69,5.5534,
1770840989.6870706,402,RUN,25.8497,35.5821,30.5109,114.33,6.4661,
1770840989.788784,403,RUN,25.8505,35.6033,30.5258,185.27,6.2704,
1770840989.8911011,404,RUN,25.8511,35.8771,30.5165,128.19,5.2098,
1770840989.9919176,405,RUN,25.8514,36.1952,30.4476,0.00,4.3098,
1770840990.0939534,406,RUN,25.8519,36.2643,30.3878,106.00,4.2921,
1770840990.1959467,407,RUN,25.8524,36.1038,30.4523,138.88,4.6051,
1770840990.2986832,408,RUN,25.8529,36.0866,30.4073,180.79,4.8966,
1770840990.4007797,409,RUN,25.8536,36.0642,30.3784,225.55,5.1231,
1770840990.5026932,410,RUN,25.8541,36.2231,30.3510,135.73,4.6494,
1770840990.605073,411,RUN,25.8545,36.2914,30.3553,161.89,4.3324,
1770840990.7068377,412,RUN,25.8551,36.2256,30.3566,207.54,4.5797,
1770840990.8093429,413,RUN,25.8556,36.2286,30.4342,309.70,4.1791,
1770840990.9109027,414,RUN,25.8562,36.0442,30.5184,267.22,4.5971,
1770840991.012862,415,RUN,25.8566,36.2360,30.5218,234.25,3.8740,
1770840991.114192,416,RUN,25.8570,36.1154,30.5132,109.49,4.2609,
1770840991.216581,417,RUN,25.8575,36.0136,30.5891,45.74,4.3817,
1770840991.3181655,418,RUN,25.8579,35.9737,30.5528,0.00,4.6915,
1770840991.4201548,419,RUN,25.8584,36.0264,30.5509,139.17,4.4986,
1770840991.5222046,420,RUN,25.8589,35.9034,30.6008,146.96,4.8169,
1770840991.623438,421,RUN,25.8594,35.9322,30.5785,143.00,4.7707,
1770840991.7256255,422,RUN,25.8600,35.9008,30.5367,195.97,5.0308,
1770840991.8263986,423,RUN,25.8608,35.7409,30.5663,318.92,5.6106,
1770840991.9294028,424,RUN,25.8616,35.8294,30.5476,348.77,5.3611,
1770840992.031094,425,RUN,25.8624,35.6415,30.5488,300.79,6.0092,
1770840992.1318986,426,RUN,25.8633,35.4963,30.5669,283.35,6.4866,
1770840992.2335699,427,RUN,25.8642,35.5751,30.4584,122.22,6.8050,
1770840992.3366024,428,RUN,25.8650,35.6974,30.4614,142.25,6.2744,
1770840992.4382694,429,RUN,25.8660,35.6029,30.4603,302.53,6.6041,
1770840992.5400684,430,RUN,25.8669,35.6345,30.4688,267.41,6.4462,
1770840992.642171,431,RUN,25.8679,35.6865,30.3623,288.02,6.7844,
1770840992.7444718,432,RUN,25.8688,35.8947,30.2835,235.11,6.3215,
1770840992.8452497,433,RUN,25.8695,36.1441,30.2353,239.39,5.4877,
1770840992.9465687,434,RUN,25.8702,36.1454,30.2660,299.69,5.3873,
1770840993.0495224,435,RUN,25.8710,36.0855,30.1419,219.98,5.8804,
1770840993.1514745,436,RUN,25.8716,36.2769,30.0030,192.18,5.4084,
1770840993.2540839,437,RUN,25.8723,36.1902,30.0433,138.17,5.5700,
1770840993.3564956,438,RUN,25.8730,36.2561,30.0715,285.07,5.4888,
1770840993.459159,439,RUN,25.8737,36.0719,30.0903,166.26,5.9650,
1770840993.560935,440,RUN,25.8744,36.0777,30.0523,121.40,5.9561,
1770840993.6622221,441,RUN,25.8752,36.0271,29.9742,139.71,6.3431,
1770840993.7651317,442,RUN,25.8760,35.9806,29.9888,12.59,6.2935,
1770840993.8668902,443,RUN,25.8766,36.0687,30.0259,0.00,5.8636,
1770840993.9676507,444,RUN,25.8773,36.0099,30.0697,21.61,6.0284,
1770840994.0702868,445,RUN,25.8780,35.9041,30.1627,59.09,6.2916,
1770840994.1720312,446,RUN,25.8787,35.9061,30.2983,41.99,5.9724,
1770840994.273245,447,RUN,25.8793,35.9645,30.3196,77.11,5.7617,
1770840994.3757792,448,RUN,25.8801,36.0312,30.2680,261.89,5.8925,
1770840994.4779658,449,RUN,25.8810,36.0808,30.2314,335.17,5.8488,
1770840994.5793924,450,RUN,25.8817,36.2170,30.2188,380.15,5.3321,
1770840994.6806097,451,RUN,25.8826,36.1339,30.2364,533.19,5.5185,
1770840994.7835639,452,RUN,25.8834,36.2021,30.2176,492.62,5.3544,
1770840994.885938,453,RUN,25.8843,36.1337,30.2049,462.39,5.7209,
1770840994.987852,454,RUN,25.8852,36.2734,30.1182,531.35,5.5691,
1770840995.0896938,455,RUN,25.8861,36.1298,30.1371,441.19,6.1005,
1770840995.1921005,456,RUN,25.8870,36.1909,30.1994,517.96,5.4946,
1770840995.2942026,457,RUN,25.8878,36.2900,30.2408,550.35,4.8525,
1770840995.3958812,458,RUN,25.8886,36.2354,30.2396,579.51,5.0749,
1770840995.4968781,459,RUN,25.8895,36.0802,30.2485,602.81,5.6644,
1770840995.5989127,460,RUN,25.8903,36.0581,30.3098,373.45,5.5374,
1770840995.7018826,461,RUN,25.8910,36.0749,30.3015,233.28,5.5751,
1770840995.8032541,462,RUN,25.8917,35.9730,30.3640,146.35,5.7096,
1770840995.9053104,463,RUN,25.8925,35.8376,30.3182,92.60,6.3006,
1770840996.0073946,464,RUN,25.8931,36.0659,30.2911,129.58,5.5521,
1770840996.1089373,465,RUN,25.8938,36.0008,30.3842,177.79,5.4791,
1770840996.2110894,466,RUN,25.8945,35.8628,30.4129,65.00,5.9521,
1770840996.3125858,467,RUN,25.8951,35.9213,30.3967,48.68,5.7554,
1770840996.414883,468,RUN,25.8958,35.9336,30.3677,104.25,5.8578,
1770840996.517087,469,RUN,25.8966,35.8492,30.4003,103.55,6.0631,
1770840996.618898,470,RUN,25.8973,36.0082,30.3794,281.93,5.4359,
1770840996.7201903,471,RUN,25.8980,36.0114,30.4424,391.36,5.0951,
1770840996.8218381,472,RUN,25.8988,35.8368,30.5539,471.00,5.4835,
1770840996.923413,473,RUN,25.8997,35.8564,30.5553,453.62,5.3997,
1770840997.0260434,474,RUN,25.9006,35.8424,30.5748,565.72,5.4723,
1770840997.1274338,475,RUN,25.9016,35.7863,30.5292,631.67,5.8407,
1770840997.229811,476,RUN,25.9026,35.8034,30.5620,691.31,5.7324,
1770840997.331474,477,RUN,25.9035,36.0066,30.5155,621.86,5.0782,
1770840997.434163,478,RUN,25.9043,36.0460,30.5274,615.18,4.9022,
1770840997.5364525,479,RUN,25.9052,36.0135,30.3796,515.39,5.3505,
1770840997.6390307,480,RUN,25.9059,36.1973,30.3463,544.24,4.7942,
1770840997.740554,481,RUN,25.9067,36.1108,30.4183,532.72,4.9103,
1770840997.8428218,482,RUN,25.9075,36.0813,30.5346,654.03,4.7876,
1770840997.9440265,483,RUN,25.9084,36.0426,30.5049,627.99,4.9916,
1770840998.045754,484,RUN,25.9093,35.8793,30.4996,596.37,5.5785,
1770840998.147867,485,RUN,25.9104,35.9066,30.4939,780.34,5.6148,
1770840998.2488246,486,RUN,25.9115,35.7404,30.5832,808.92,5.9999,
1770840998.35144,487,RUN,25.9127,35.7049,30.5470,740.62,6.1838,
1770840998.4526863,488,RUN,25.9137,35.8120,30.5964,743.84,5.6693,
1770840998.5552495,489,RUN,25.9146,36.0378,30.5284,629.67,4.9622,
1770840998.6562045,490,RUN,25.9155,36.0518,30.5339,719.68,4.9569,
1770840998.7588573,491,RUN,25.9164,36.1507,30.4208,704.42,4.8917,
1770840998.861113,492,RUN,25.9172,36.0968,30.5256,587.84,4.7355,
1770840998.9632013,493,RUN,25.9180,35.9788,30.6109,623.84,4.9608,
1770840999.065646,494,RUN,25.9189,35.8939,30.6167,650.24,5.2718,
1770840999.1675775,495,RUN,25.9198,36.0884,30.5762,720.48,4.7226,
1770840999.2698753,496,RUN,25.9206,36.1475,30.5926,734.78,4.4761,
1770840999.371799,497,RUN,25.9214,36.2585,30.5915,684.98,4.0474,
1770840999.4738615,498,RUN,25.9221,36.2207,30.5738,596.66,4.1766,
1770840999.5757205,499,RUN,25.9228,36.4041,30.5163,653.62,3.7040,
1770840999.678219,500,RUN,25.9235,36.2700,30.4880,603.65,4.2340,
1770840999.7801561,501,RUN,25.9243,36.2002,30.5045,586.71,4.4335,
1770840999.8827176,502,RUN,25.9251,36.0567,30.3991,583.26,5.2325,
1770840999.9845665,503,RUN,25.9260,35.9928,30.4057,588.69,5.4518,
1770841000.0866754,504,RUN,25.9267,36.1182,30.4505,428.90,4.7788,
1770841000.1875374,505,RUN,25.9275,35.9558,30.4610,371.71,5.3036,
1770841000.2894657,506,RUN,25.9280,36.1044,30.4453,216.94,4.7964,
1770841000.392105,507,RUN,25.9286,36.2993,30.3078,198.21,4.7211,
1770841000.4939058,508,RUN,25.9293,36.2019,30.2866,284.52,5.2005,
1770841000.5958652,509,RUN,25.9299,36.1174,30.2781,113.75,5.4474,
1770841000.6966164,510,RUN,25.9306,36.0087,30.3058,138.50,5.8400,
1770841000.798454,511,RUN,25.9313,36.1894,30.2476,299.20,5.4562,
1770841000.9004436,512,RUN,25.9319,36.2313,30.2850,164.21,5.0841,
1770841001.002448,513,RUN,25.9325,36.0718,30.3609,143.34,5.4201,
1770841001.10548,514,RUN,25.9333,35.9267,30.3727,134.94,5.9656,
1770841001.2072957,515,RUN,25.9339,35.9752,30.3609,0.00,5.6443,
1770841001.3091335,516,RUN,25.9343,36.1385,30.3884,31.64,5.0175,
1770841001.4100916,517,RUN,25.9348,36.1847,30.3522,0.00,4.8713,
1770841001.5115542,518,RUN,25.9352,36.3004,30.2834,0.00,4.5799,
1770841001.6129503,519,RUN,25.9356,36.3209,30.3220,64.73,4.5216,
1770841001.7158782,520,RUN,25.9360,36.4230,30.3024,75.92,4.1949,
1770841001.817914,521,RUN,25.9363,36.4916,30.2451,0.71,3.9410,
1770841001.9200041,522,RUN,25.9367,36.4526,30.1869,13.67,4.2329,
1770841002.0209417,523,RUN,25.9370,36.5212,30.1075,15.68,4.1449,
1770841002.1223767,524,RUN,25.9373,36.6649,30.1246,14.65,3.5635,
1770841002.2250698,525,RUN,25.9376,36.5927,30.0615,17.00,3.9750,
1770841002.3274727,526,RUN,25.9381,36.5405,29.9508,44.66,4.4508,
1770841002.4291863,527,RUN,25.9384,36.6373,29.9431,88.67,4.1696,
1770841002.5308914,528,RUN,25.9387,36.8522,29.9371,0.00,3.2319,
1770841002.632896,529,RUN,25.9389,36.8741,29.9843,0.00,3.0497,
1770841002.7351935,530,RUN,25.9391,36.9313,29.9150,0.00,2.9801,
1770841002.8372724,531,RUN,25.9393,36.9164,29.8785,30.24,3.1611,
1770841002.939418,532,RUN,25.9396,36.7488,29.8945,49.33,3.7922,
1770841003.0419152,533,RUN,25.9400,36.6574,29.8411,44.93,4.2453,
1770841003.1426606,534,RUN,25.9403,36.6370,29.9044,0.00,4.1204,
1770841003.2450728,535,RUN,25.9407,36.5952,29.9723,40.65,4.1985,
1770841003.3464758,536,RUN,25.9411,36.5585,29.9614,9.94,4.3138,
1770841003.4484766,537,RUN,25.9414,36.5561,29.9488,6.54,4.3452,
1770841003.5514133,538,RUN,25.9420,36.2850,29.9149,49.11,5.5109,
1770841003.6537983,539,RUN,25.9426,36.4259,29.8260,75.03,5.2068,
1770841003.7555666,540,RUN,25.9432,36.3311,29.8549,78.75,5.5116,
1770841003.856917,541,RUN,25.9439,36.1854,29.9137,94.15,5.9644,
1770841003.9591088,542,RUN,25.9447,36.2637,29.7965,221.38,6.1144,
1770841004.0611365,543,RUN,25.9453,36.2819,29.8503,123.79,5.7821,
1770841004.1636121,544,RUN,25.9460,36.2478,29.8576,122.43,5.8953,
1770841004.2658083,545,RUN,25.9467,36.0652,29.9119,0.00,6.2849,
1770841004.3679147,546,RUN,25.9473,36.2207,29.9123,0.00,5.6964,
1770841004.4697711,547,RUN,25.9480,36.1386,29.9374,0.00,5.9558,
1770841004.5719442,548,RUN,25.9486,36.1950,29.8628,4.28,5.9081,
1770841004.6738596,549,RUN,25.9492,36.2343,29.9213,0.00,5.6305,
1770841004.776146,550,RUN,25.9499,36.2337,29.8960,101.83,5.8450,
1770841004.8780148,551,RUN,25.9504,36.4027,29.8767,82.91,5.2181,
1770841004.9801044,552,RUN,25.9510,36.2789,29.8961,0.00,5.5188,
1770841005.0818954,553,RUN,25.9516,36.4698,29.9026,190.96,5.0788,
1770841005.18406,554,RUN,25.9523,36.4060,29.8974,334.82,5.5553,
1770841005.2862105,555,RUN,25.9531,36.4330,29.8626,352.74,5.5561,
1770841005.3888078,556,RUN,25.9538,36.4122,29.8767,296.84,5.5204,
1770841005.4911828,557,RUN,25.9546,36.4142,29.7968,307.65,5.7004,
1770841005.593127,558,RUN,25.9554,36.2640,29.7854,178.45,6.0958,
1770841005.695438,559,RUN,25.9561,36.2602,29.8037,120.37,5.9836,
1770841005.796748,560,RUN,25.9567,36.3259,29.7286,38.33,5.7685,
1770841005.8979704,561,RUN,25.9573,36.2087,29.7900,0.00,6.0245,
1770841006.0002258,562,RUN,25.9580,36.2472,29.7631,19.84,5.9680,
1770841006.102158,563,RUN,25.9585,36.3811,29.8068,0.00,5.3390,
1770841006.205488,564,RUN,25.9590,36.5520,29.7377,0.00,4.8393,
1770841006.306369,565,RUN,25.9596,36.2900,29.7582,0.00,5.7892,
1770841006.408369,566,RUN,25.9601,36.4648,29.6713,16.29,5.3380,
1770841006.5103722,567,RUN,25.9605,36.7291,29.6466,27.60,4.4079,
1770841006.612858,568,RUN,25.9609,36.8327,29.6585,179.84,4.2265,
1770841006.715185,569,RUN,25.9614,36.8765,29.6715,261.83,4.1609,
1770841006.8160872,570,RUN,25.9618,36.7510,29.6424,79.77,4.4173,
1770841006.917867,571,RUN,25.9622,36.7085,29.6368,0.00,4.4679,
1770841007.0206172,572,RUN,25.9626,36.6611,29.6076,0.00,4.7105,
1770841007.1221938,573,RUN,25.9630,36.8805,29.5407,83.79,4.1514,
1770841007.2246692,574,RUN,25.9635,36.8431,29.5075,237.62,4.6023,
1770841007.3268158,575,RUN,25.9640,36.8658,29.5124,162.38,4.3906,
1770841007.427787,576,RUN,25.9644,36.8749,29.5161,165.38,4.3543,
1770841007.5303788,577,RUN,25.9648,37.0213,29.5145,148.23,3.7775,
1770841007.656961,578,RUN,25.9652,37.2103,29.4887,221.40,3.2301,
1770841007.7769425,579,RUN,25.9655,37.1773,29.4792,155.82,3.2747,
1770841007.878976,580,RUN,25.9659,37.1831,29.4598,274.01,3.4773,
1770841007.9808614,581,RUN,25.9663,37.3238,29.3942,327.71,3.1675,
1770841008.0831676,582,RUN,25.9666,37.4023,29.3654,352.82,2.9708,
1770841008.1851668,583,RUN,25.9670,37.4177,29.4100,290.85,2.7232,
1770841008.2872088,584,RUN,25.9673,37.3017,29.3772,245.60,3.1629,
1770841008.3888204,585,RUN,25.9679,37.1007,29.4086,382.40,4.0699,
1770841008.4909806,586,RUN,25.9683,37.2564,29.3571,388.03,3.5994,
1770841008.5918357,587,RUN,25.9687,37.3695,29.3182,337.63,3.1766,
1770841008.694522,588,RUN,25.9691,37.5229,29.2656,326.08,2.6899,
1770841008.7958987,589,RUN,25.9695,37.1729,29.3077,252.66,3.8137,
1770841008.8975246,590,RUN,25.9699,37.3249,29.2851,258.42,3.2956,
1770841008.9999287,591,RUN,25.9703,37.2827,29.3705,347.98,3.4143,
1770841009.1020741,592,RUN,25.9707,37.4459,29.3031,364.84,2.9658,
1770841009.2041261,593,RUN,25.9711,37.4216,29.3762,429.57,3.0039,
1770841009.3052235,594,RUN,25.9715,37.3852,29.2544,350.90,3.2790,
1770841009.4074178,595,RUN,25.9719,37.5559,29.3151,439.63,2.6422,
1770841009.509497,596,RUN,25.9723,37.7560,29.3301,520.87,1.9789,
1770841009.6115644,597,RUN,25.9727,37.7758,29.3297,542.78,1.8586,
1770841009.713596,598,RUN,25.9731,37.7979,29.2371,516.73,1.7277,
1770841009.815642,599,RUN,25.9734,37.8354,29.2297,471.65,1.5505,
1770841009.9173446,600,RUN,25.9738,37.8527,29.2277,507.04,1.4287,
1770841010.0190766,601,RUN,25.9741,37.9884,29.2073,514.43,0.6603,
1770841010.1208618,602,RUN,25.9745,37.9871,29.2311,514.39,0.6762,
1770841010.2235003,603,RUN,25.9747,38.1367,29.2791,358.16,0.0000,
1770841010.3255897,604,RUN,25.9749,38.1237,29.2928,357.59,0.0681,
1770841010.426772,605,RUN,25.9752,38.0456,29.2697,410.74,0.4411,
1770841010.528693,606,RUN,25.9755,38.1289,29.2939,389.88,0.0000,
1770841010.6311255,607,RUN,25.9758,38.0721,29.3324,487.61,0.2578,
1770841010.7318294,608,RUN,25.9761,38.0011,29.2884,541.52,0.6020,
1770841010.8348053,609,RUN,25.9764,38.0311,29.3664,471.43,0.5115,
1770841010.937252,610,RUN,25.9768,38.1128,29.4037,476.02,0.0645,
1770841011.0381386,611,RUN,25.9771,38.1017,29.4244,522.31,0.0997,
1770841011.1406758,612,RUN,25.9774,37.9993,29.4354,501.62,0.6910,
1770841011.2421849,613,RUN,25.9777,38.0025,29.3904,454.63,0.6954,
1770841011.3444724,614,RUN,25.9780,38.1062,29.4343,334.84,0.1713,
1770841011.4461942,615,RUN,25.9782,38.1479,29.3325,337.46,0.0000,
1770841011.548074,616,RUN,25.9784,38.1319,29.3132,390.37,0.0000,
1770841011.6500401,617,RUN,25.9787,38.0877,29.3248,366.42,0.2688,
1770841011.7520494,618,RUN,25.9789,38.1159,29.3485,311.07,0.2014,
1770841011.8540418,619,RUN,25.9791,38.1504,29.4007,342.54,0.0000,
1770841011.9560099,620,RUN,25.9793,37.9746,29.4335,255.77,0.5650,
1770841012.0584772,621,RUN,25.9795,37.9330,29.4847,278.96,0.6279,
1770841012.1601017,622,RUN,25.9798,37.9994,29.4743,333.24,0.4796,
1770841012.262363,623,RUN,25.9801,38.0807,29.4860,403.00,0.2549,
1770841012.3645616,624,RUN,25.9803,38.1391,29.4552,307.45,0.0000,
1770841012.4653387,625,RUN,25.9805,38.0096,29.3638,365.83,0.7236,
1770841012.567901,626,RUN,25.9807,37.8412,29.4351,235.75,1.0135,
1770841012.6695766,627,RUN,25.9809,37.7793,29.5062,199.20,1.0541,
1770841012.77171,628,RUN,25.9811,37.9646,29.4058,220.54,0.6287,
1770841012.8738892,629,RUN,25.9812,37.8667,29.4158,95.64,0.8458,
1770841012.9758105,630,RUN,25.9812,37.9551,29.4670,32.99,0.3910,
1770841013.0778956,631,RUN,25.9813,38.0786,29.3592,11.68,0.1584,
1770841013.1799252,632,RUN,25.9814,38.1769,29.2816,47.92,0.0000,
1770841013.2808883,633,RUN,25.9814,38.0725,29.2279,3.55,0.4285,
1770841013.3835943,634,RUN,25.9814,37.9828,29.2580,0.00,0.6762,
1770841013.4860318,635,RUN,25.9815,37.9991,29.2000,2.59,0.7351,
1770841013.5880995,636,RUN,25.9816,38.1112,29.1765,37.43,0.4229,
1770841013.6899283,637,RUN,25.9816,38.2220,29.2020,81.57,0.0000,
1770841013.791737,638,RUN,25.9817,38.1772,29.2615,0.00,0.0000,
1770841013.8941226,639,RUN,25.9817,38.1483,29.3127,0.00,0.0000,
1770841013.9960933,640,RUN,25.9818,38.1986,29.2581,82.15,0.0000,
1770841014.0981636,641,RUN,25.9819,38.1657,29.3145,77.74,0.0000,
1770841014.1999686,642,RUN,25.9819,38.0633,29.2853,0.00,0.3465,
1770841014.301051,643,RUN,25.9820,38.0896,29.3220,0.00,0.1851,
1770841014.4033077,644,RUN,25.9821,38.1920,29.2788,103.48,0.0000,
1770841014.5051887,645,RUN,25.9822,38.1461,29.3590,100.82,0.0000,
1770841014.607285,646,RUN,25.9822,38.1502,29.3252,36.69,0.0000,
1770841014.7091348,647,RUN,25.9823,38.1390,29.3299,0.00,0.0000,
1770841014.8109257,648,RUN,25.9823,38.1497,29.3109,0.00,0.0000,
1770841014.9116702,649,RUN,25.9824,37.9431,29.2655,0.00,0.8004,
1770841015.0140085,650,RUN,25.9824,38.1524,29.2683,19.63,0.0898,
1770841015.1158574,651,RUN,25.9825,38.2010,29.2356,36.85,0.0000,
1770841015.2175953,652,RUN,25.9825,38.1668,29.2810,0.00,0.0000,
1770841015.3198576,653,RUN,25.9826,38.1864,29.2517,13.15,0.0000,
1770841015.4213734,654,RUN,25.9826,38.1910,29.2381,0.00,0.0000,
1770841015.5239475,655,RUN,25.9827,38.1818,29.2624,19.07,0.0000,
1770841015.6258075,656,RUN,25.9828,38.2090,29.2409,82.79,0.0000,
1770841015.7278924,657,RUN,25.9829,38.0227,29.2255,91.17,0.6786,
1770841015.8293464,658,RUN,25.9830,38.1990,29.1585,152.76,0.0000,
1770841015.9306078,659,RUN,25.9832,38.1210,29.1694,278.76,0.1955,
1770841016.032899,660,RUN,25.9833,38.1327,29.1779,233.93,0.2079,
1770841016.1337247,661,RUN,25.9835,38.1752,29.1653,171.05,0.0919,
1770841016.2363882,662,RUN,25.9836,38.2134,29.1752,109.67,0.0000,
1770841016.338204,663,RUN,25.9837,38.1558,29.1072,140.93,0.2181,
1770841016.4404476,664,RUN,25.9839,38.1256,29.1188,218.15,0.2533,
1770841016.542436,665,RUN,25.9840,38.1268,29.1384,242.45,0.2167,
1770841016.6445181,666,RUN,25.9843,38.1143,29.1119,419.58,0.0359,
1770841016.7466927,667,RUN,25.9846,38.0900,29.0786,454.31,0.1366,
1770841016.8473892,668,RUN,25.9849,38.0812,29.0083,544.12,0.0989,
1770841016.9502835,669,RUN,25.9853,38.0210,28.9528,639.22,0.3492,
1770841017.0515432,670,RUN,25.9858,37.9517,28.8896,781.40,0.6127,
1770841017.153598,671,RUN,25.9863,37.9238,28.8890,908.61,0.6765,
1770841017.2545774,672,RUN,25.9868,37.8893,28.8876,855.79,0.9092,
1770841017.3565857,673,RUN,25.9873,37.9474,28.9115,856.96,0.5932,
1770841017.4579744,674,RUN,25.9878,38.0444,28.9180,851.38,0.0598,
1770841017.5606413,675,RUN,25.9883,38.0454,28.8444,896.59,0.0000,
1770841017.6632001,676,RUN,25.9888,37.9576,28.8546,858.35,0.5233,
1770841017.7651834,677,RUN,25.9893,37.9781,28.8300,911.11,0.3645,
1770841017.8660953,678,RUN,25.9899,38.0041,28.8357,970.05,0.1795,
1770841017.9691734,679,RUN,25.9904,37.9966,28.8855,890.56,0.2973,
1770841018.0711749,680,RUN,25.9910,37.8552,28.9316,943.36,1.0639,
1770841018.1729991,681,RUN,25.9915,37.9393,28.8934,833.03,0.6662,
1770841018.2756329,682,RUN,25.9920,37.9288,28.9265,872.86,0.7071,
1770841018.3778744,683,RUN,25.9925,38.0057,28.8703,934.21,0.2172,
1770841018.4798896,684,RUN,25.9932,37.9527,28.9283,1162.81,0.3638,
1770841018.5812154,685,RUN,25.9938,38.0252,28.9574,1123.38,0.0000,
1770841018.6824195,686,RUN,25.9944,38.0355,28.9273,1035.95,0.0000,
1770841018.7842467,687,RUN,25.9950,38.0105,29.0134,1057.77,0.1519,
1770841018.887226,688,RUN,25.9957,37.9428,28.9980,1043.94,0.5377,
1770841018.9879003,689,RUN,25.9963,37.9515,28.9963,1086.40,0.4593,
1770841019.0906005,690,RUN,25.9968,38.0482,28.9792,973.85,0.0000,
1770841019.1929233,691,RUN,25.9974,38.0472,28.9662,978.37,0.0000,
1770841019.2946608,692,RUN,25.9980,38.0469,28.9644,982.67,0.0000,
1770841019.3962083,693,RUN,25.9986,38.0128,28.9187,1015.25,0.1548,
1770841019.4977498,694,RUN,25.9992,37.9350,28.8610,1027.92,0.5638,
1770841019.6000884,695,RUN,25.9997,37.9721,28.8998,1020.30,0.3766,
1770841019.7010486,696,RUN,26.0004,37.9518,28.8684,1057.73,0.4546,
1770841019.8040116,697,RUN,26.0010,37.8939,28.8998,1068.28,0.7821,
1770841019.905894,698,RUN,26.0016,37.8189,28.9046,1131.05,1.1305,
1770841020.007915,699,RUN,26.0023,37.7175,28.8643,986.40,1.7479,
1770841020.1098142,700,RUN,26.0028,37.8003,28.8772,849.24,1.4623,
1770841020.2104635,701,RUN,26.0033,37.8432,28.9158,826.87,1.2575,
1770841020.313146,702,RUN,26.0037,37.9156,28.9858,743.08,0.9383,
1770841020.4148257,703,RUN,26.0042,37.8768,28.9964,774.32,1.1368,
1770841020.5159843,704,RUN,26.0047,37.8425,29.0420,790.21,1.3325,
1770841020.6189234,705,RUN,26.0052,37.8337,29.0290,795.22,1.3756,
1770841020.721085,706,RUN,26.0058,37.7867,29.0397,857.03,1.5976,
1770841020.8234158,707,RUN,26.0063,37.7909,29.0420,792.30,1.6247,
1770841020.9250603,708,RUN,26.0069,37.6310,29.0406,807.75,2.5073,
1770841021.0260608,709,RUN,26.0075,37.5421,29.0144,841.53,2.9347,
1770841021.128308,710,RUN,26.0082,37.5396,29.0193,1028.56,2.7835,
1770841021.2311199,711,RUN,26.0089,37.5818,29.0355,964.66,2.6429,
1770841021.3321056,712,RUN,26.0096,37.5475,29.0479,1032.36,2.7705,
1770841021.434116,713,RUN,26.0103,37.5850,29.1109,1024.76,2.6376,
1770841021.5361562,714,RUN,26.0111,37.6403,29.2461,1056.30,2.3498,
1770841021.6393893,715,RUN,26.0118,37.5817,29.2114,980.89,2.7245,
1770841021.740955,716,RUN,26.0125,37.5844,29.1931,991.08,2.6991,
1770841021.8441446,717,RUN,26.0131,37.6729,29.2297,923.34,2.2688,
1770841021.9452698,718,RUN,26.0138,37.6437,29.2409,971.41,2.4018,
1770841022.047713,719,RUN,26.0144,37.6881,29.2005,1025.61,2.1043,
1770841022.1486204,720,RUN,26.0151,37.6038,29.1744,950.10,2.6248,
1770841022.251894,721,RUN,26.0159,37.5103,29.2061,998.50,3.1236,
1770841022.35443,722,RUN,26.0165,37.5895,29.3467,861.76,2.8283,
1770841022.4554536,723,RUN,26.0171,37.6744,29.3159,793.69,2.3973,
1770841022.5586286,724,RUN,26.0176,37.6629,29.3009,696.36,2.5313,
1770841022.6600187,725,RUN,26.0182,37.6219,29.3035,734.85,2.7344,
1770841022.7620275,726,RUN,26.0189,37.4348,29.3336,704.97,3.5828,
1770841022.8634548,727,RUN,26.0194,37.4737,29.3453,555.98,3.1819,
1770841022.9652612,728,RUN,26.0199,37.5361,29.2583,557.36,3.1332,
1770841023.0664992,729,RUN,26.0205,37.5110,29.2349,718.24,3.3527,
1770841023.168115,730,RUN,26.0210,37.5949,29.2712,643.75,2.9531,
1770841023.2711034,731,RUN,26.0215,37.7265,29.2730,657.59,2.2106,
1770841023.3729239,732,RUN,26.0220,37.7416,29.2640,658.72,2.1245,
1770841023.4743545,733,RUN,26.0225,37.7581,29.2234,615.55,2.0538,
1770841023.5771987,734,RUN,26.0230,37.6748,29.2279,663.94,2.4861,
1770841023.6784782,735,RUN,26.0235,37.6478,29.2132,627.44,2.6612,
1770841023.7807548,736,RUN,26.0240,37.5977,29.2437,592.71,2.9773,
1770841023.8818996,737,RUN,26.0246,37.4297,29.2927,696.04,3.6887,
